Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf
c1ccccc1,O,293.15,7.817347626688199
c1ccccc1,O,293.15,7.820780685479323
c1ccccc1,O,293.15,7.822496811466362
c1ccccc1,O,293.15,7.824213996745873
c1ccccc1,O,293.15,7.834511060704056
c1ccccc1,O,293.15,7.837944971244327
c1ccccc1,O,293.15,7.839663421751369
c1ccccc1,O,293.15,7.875712035771189
c1ccccc1,O,293.15,8.055951067839075
c1ccccc1,O,293.25,7.804855036462332
c1ccccc1,O,293.75,7.828189415089161
c1ccccc1,O,294.15,7.762987294834599
c1ccccc1,O,294.15,7.768118838727088
c1ccccc1,O,294.15,7.795494261366864
c1ccccc1,O,294.15,7.952882399176595
c1ccccc1,O,295.15,7.8880869081996785
c1ccccc1,O,295.2,7.829884931135085
c1ccccc1,O,296.15,7.759230117921387
c1ccccc1,O,297.15,7.785409127241374
c1ccccc1,O,297.95,7.83431312321207
c1ccccc1,O,298.0,7.822268431898529
c1ccccc1,O,298.03,7.8582696439915045
c1ccccc1,O,298.05,7.816985141485708
c1ccccc1,O,298.15,7.431726124497815
c1ccccc1,O,298.15,7.678145868216152
c1ccccc1,O,298.15,7.69333577787317
c1ccccc1,O,298.15,7.733841176569116
c1ccccc1,O,298.15,7.742280486652906
c1ccccc1,O,298.15,7.745656269614034
c1ccccc1,O,298.15,7.755784300577255
c1ccccc1,O,298.15,7.767598403157322
c1ccccc1,O,298.15,7.7726642915067385
c1ccccc1,O,298.15,7.781100930850834
c1ccccc1,O,298.15,7.782790589086683
c1ccccc1,O,298.15,7.784477397192646
c1ccccc1,O,298.15,7.787854943687373
c1ccccc1,O,298.15,7.789541518827913
c1ccccc1,O,298.15,7.794604841695706
c1ccccc1,O,298.15,7.79629241824294
c1ccccc1,O,298.15,7.797981257310944
c1ccccc1,O,298.15,7.799667249009623
c1ccccc1,O,298.15,7.8013544947361835
c1ccccc1,O,298.15,7.8030429833680035
c1ccccc1,O,298.15,7.806419573939226
c1ccccc1,O,298.15,7.80810766758793
c1ccccc1,O,298.15,7.813171092703989
c1ccccc1,O,298.15,7.814855910954331
c1ccccc1,O,298.15,7.818233148861979
c1ccccc1,O,298.15,7.826670563702385
c1ccccc1,O,298.15,7.828360689229774
c1ccccc1,O,298.15,7.835112550200082
c1ccccc1,O,298.15,7.841862353068207
c1ccccc1,O,298.15,7.843550554514271
c1ccccc1,O,298.15,7.845239826863294
c1ccccc1,O,298.15,7.865491171168406
c1ccccc1,O,298.15,7.88912188759248
c1ccccc1,O,298.15,7.894183826644295
c1ccccc1,O,298.15,7.899246243419228
c1ccccc1,O,298.15,7.946507861544517
c1ccccc1,O,298.15,8.005580591398987
c1ccccc1,O,298.15,8.037646572342712
c1ccccc1,O,298.16,7.633887424613909
c1ccccc1,O,298.95,7.774355641623838
c1ccccc1,O,299.2,7.825453020553747
c1ccccc1,O,300.45,7.818442339576283
c1ccccc1,O,302.2,7.817879034084852
c1ccccc1,O,303.15,7.551780490331446
c1ccccc1,O,303.15,7.729396812555555
c1ccccc1,O,303.15,7.731053144007127
c1ccccc1,O,303.15,7.754292850422932
c1ccccc1,O,303.15,7.759272795513524
c1ccccc1,O,303.15,7.764253542703935
c1ccccc1,O,303.15,7.787494053404472
c1ccccc1,O,303.15,7.800773289742743
c1ccccc1,O,303.15,7.807412436802268
c1ccccc1,O,303.15,7.817371787697164
c1ccccc1,O,303.15,7.832311755273325
c1ccccc1,O,303.15,7.850571089795647
c1ccccc1,O,304.15,7.770400478440551
c1ccccc1,O,305.2,7.792869020053566
c1ccccc1,O,308.15,7.417946701685141
c1ccccc1,O,308.15,7.692295887971293
c1ccccc1,O,308.15,7.77394779155564
c1ccccc1,O,308.15,7.803345220332251
c1ccccc1,O,308.15,7.849066374608432
c1ccccc1,O,308.15,7.937253260218821
c1ccccc1,O,308.2,7.773775351294198
c1ccccc1,O,308.26,7.629582234775865
c1ccccc1,O,308.95,7.811892454683722
c1ccccc1,O,310.87,7.68151423603447
c1ccccc1,O,310.87,7.74464776214113
c1ccccc1,O,310.93,7.71499870734047
c1ccccc1,O,310.98,7.6970441117592125
c1ccccc1,O,311.09,7.741676932613242
c1ccccc1,O,311.15,7.721751900080954
c1ccccc1,O,311.48,7.684209065668493
c1ccccc1,O,313.05,7.741655215247384
c1ccccc1,O,313.15,7.598329151422956
c1ccccc1,O,313.15,7.630466116140776
c1ccccc1,O,313.15,7.632076461500342
c1ccccc1,O,313.15,7.651357903030576
c1ccccc1,O,313.15,7.667429627011131
c1ccccc1,O,313.15,7.675462472367166
c1ccccc1,O,313.15,7.69474793082077
c1ccccc1,O,313.15,7.720457258032648
c1ccccc1,O,313.15,7.725277056381187
c1ccccc1,O,313.15,7.726887323614326
c1ccccc1,O,313.15,7.757418910154084
c1ccccc1,O,313.15,7.818482563543337
c1ccccc1,O,313.15,7.83776743999343
c1ccccc1,O,313.25,7.769957233798136
c1ccccc1,O,313.45,7.770936330996879
c1ccccc1,O,313.65,7.463867794762142
c1ccccc1,O,313.7,7.730047370607836
c1ccccc1,O,315.2,7.72882942667176
c1ccccc1,O,317.2,7.716821536884781
c1ccccc1,O,317.65,7.420932136430552
c1ccccc1,O,317.85,7.6675559300966025
c1ccccc1,O,318.15,7.6003623136895735
c1ccccc1,O,318.15,7.695266737576895
c1ccccc1,O,318.15,7.700009965822057
c1ccccc1,O,318.15,7.750627647021932
c1ccccc1,O,318.15,7.801239917668658
c1ccccc1,O,318.15,7.813894659799916
c1ccccc1,O,318.25,7.718721050121937
c1ccccc1,O,318.86,7.540026556157079
c1ccccc1,O,319.2,7.690976225960241
c1ccccc1,O,322.95,7.660067192710054
c1ccccc1,O,323.15,7.5397129907296145
c1ccccc1,O,323.15,7.56462740367737
c1ccccc1,O,323.15,7.581760414013716
c1ccccc1,O,323.15,7.584874698464885
c1ccccc1,O,323.15,7.6596193805008665
c1ccccc1,O,323.15,7.668962896446993
c1ccccc1,O,323.15,7.809115097467871
c1ccccc1,O,323.15,7.8106729892741935
c1ccccc1,O,323.25,7.715440235033436
c1ccccc1,O,324.2,7.646449274498052
c1ccccc1,O,324.65,7.6144946655615176
c1ccccc1,O,327.65,7.608711886433564
c1ccccc1,O,328.15,7.505052133885248
c1ccccc1,O,329.2,7.595221352570114
c1ccccc1,O,331.95,7.52548362858826
c1ccccc1,O,332.95,7.55888183027947
c1ccccc1,O,333.0,8.191989228660823
c1ccccc1,O,333.15,7.452860582924216
c1ccccc1,O,333.15,7.457389992734678
c1ccccc1,O,333.15,7.45890101134471
c1ccccc1,O,333.15,7.478537065901727
c1ccccc1,O,333.15,7.489110193338542
c1ccccc1,O,333.15,7.496663536885826
c1ccccc1,O,333.15,7.54198013799004
c1ccccc1,O,333.15,7.581250620876726
c1ccccc1,O,334.2,7.542054383732877
c1ccccc1,O,336.2,7.521512871872568
c1ccccc1,O,337.95,7.494179905620015
c1ccccc1,O,338.55,7.432619893331635
c1ccccc1,O,342.15,7.418120796915671
c1ccccc1,O,343.15,7.402817307568649
c1ccccc1,O,343.15,7.461479459719406
c1ccccc1,O,353.15,7.679570376469897
c1ccccc1,O,373.15,7.816191242776914
CC(Cl)(Cl)Cl,O,283.15,8.329489175141406
CC(Cl)(Cl)Cl,O,283.15,8.368586448863615
CC(Cl)(Cl)Cl,O,293.15,8.301918598480723
CC(Cl)(Cl)Cl,O,293.15,8.482160655591441
CC(Cl)(Cl)Cl,O,293.15,8.574856255676517
CC(Cl)(Cl)Cl,O,293.15,8.59888745759283
CC(Cl)(Cl)Cl,O,293.15,8.641802651704518
