Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,QSPR_ln_gamma_inf_pred
CCOCC,O,293.15,4.217800366149019,5.402076147398015
CCOCC,O,293.15,4.234965555796951,5.402076147398015
CCOCC,O,293.15,4.526785852451705,5.402076147398015
CCOCC,O,296.15,4.298172087830372,5.387672053605733
CCOCC,O,298.15,4.232959470193154,5.378069324410879
CCOCC,O,298.15,4.351105980532854,5.378069324410879
CCOCC,O,303.15,4.448010985096378,5.3540625014237415
CCOCC,O,303.15,4.481209985874802,5.3540625014237415
CCOCC,O,303.25,4.495396613771142,5.353582364963998
CCOCC,O,308.15,4.591855943523208,5.330055678436604
Nc1ccccc1,O,298.15,5.066215055111874,5.095374095644218
Nc1ccccc1,O,323.15,4.890634801698915,5.087755725329636
Nc1ccccc1,O,333.15,4.890649834884672,5.084708377203803
Nc1ccccc1,O,343.15,4.795335896805095,5.081661029077971
Nc1ccccc1,O,343.15,4.810003116410804,5.081661029077971
Nc1ccccc1,O,353.15,4.712085492332217,5.078613680952138
Nc1ccccc1,O,356.33,4.917108190333251,5.077644624248123
Nc1ccccc1,O,361.97,4.852858046213298,5.075925919905153
Nc1ccccc1,O,366.84,4.786090761866418,5.074441861367872
Nc1ccccc1,O,371.03,4.726971802986257,5.073165022503148
Nc1ccccc1,O,372.47,4.526477566535172,5.072726204373028
CCO,O,283.15,1.1488395150069954,1.2335624769933125
CCO,O,283.15,1.166613557568568,1.2335624769933125
CCO,O,283.15,1.4865106679950018,1.2335624769933125
CCO,O,293.15,1.3421256266746362,1.1855488310190383
CCO,O,293.15,1.5824489652845206,1.1855488310190383
CCO,O,297.45,1.5650721461654784,1.1649029632501007
CCO,O,298.15,1.1914709811829676,1.1615420080319017
CCO,O,298.15,1.2589835803084242,1.1615420080319017
CCO,O,298.15,1.27586267545426,1.1615420080319017
CCO,O,298.15,1.3264965848724235,1.1615420080319017
CCO,O,298.15,1.3433738120067866,1.1615420080319017
CCO,O,298.15,1.3771299963144716,1.1615420080319017
CCO,O,298.15,1.39400704178533,1.1615420080319017
CCO,O,298.15,1.427764945260417,1.1615420080319017
CCO,O,298.65,1.4648975716759538,1.159141325733188
CCO,O,303.15,1.4290424994336068,1.137535185044765
CCO,O,303.15,1.4954402033806105,1.137535185044765
CCO,O,303.15,1.5286399196045264,1.137535185044765
CCO,O,303.15,1.644837874265694,1.137535185044765
CCO,O,303.25,1.6255572943139835,1.137055048585022
CCO,O,308.15,1.4970080230889664,1.113528362057628
CCO,O,313.15,1.548092155662345,1.0895215390704909
CCO,O,313.15,1.5641622651088645,1.0895215390704909
CCO,O,313.15,1.612369610803768,1.0895215390704909
CCO,O,313.15,1.6445096458466617,1.0895215390704909
CCO,O,313.15,1.69271783620339,1.0895215390704909
CCO,O,313.15,1.7087871967892414,1.0895215390704909
CCO,O,313.25,1.6740920518876163,1.0890414026107482
CCO,O,318.15,1.583056975425798,1.0655147160833538
CCO,O,322.05,1.6604560689747043,1.0467893941533872
CCO,O,323.15,1.6181974355471789,1.0415078930962172
CCO,O,323.15,1.7427757863350828,1.0415078930962172
CCO,O,323.15,1.758349176175439,1.0415078930962172
CCO,O,323.25,1.724761036097453,1.041027756636474
CCO,O,328.15,1.653473936423712,1.0175010701090805
CCO,O,328.15,1.6841445624872975,1.0175010701090805
CCO,O,333.15,1.5075934305010563,0.9934942471219435
CCO,O,333.15,1.673747032261203,0.9934942471219435
CCO,O,333.15,1.7190615281541366,0.9934942471219435
CCO,O,333.15,1.749272895619975,0.9934942471219435
CCO,O,333.15,1.7945871342790474,0.9934942471219435
CCO,O,333.25,1.7620422544399057,0.9930141106622008
CCO,O,343.15,1.8184452161570928,0.9454806011476697
CCO,O,343.25,1.7868842714062274,0.9450004646879266
CCO,O,351.35,1.7549692666561505,0.9061094114487647
CCO,O,353.05,1.818643175553347,0.8979470916331387
CCO,O,358.15,1.7818808358045648,0.873460132186259
CCO,O,363.15,1.7906855594599915,0.8494533091991219
CCO,O,368.15,1.800116121609101,0.8254464862119852
CCO,O,372.15,1.8161870060385397,0.8062410278222756
CCO,O,373.15,1.6482893266356866,0.8014396632248486
CCO,O,373.3,1.7937108972865208,0.8007194585352337
O=CO,O,373.15,0.0823354619180277,-0.945462616
CC(=O)O,O,298.15,1.209270745419234,0.38254243946842603
CC(=O)O,O,323.15,1.2372257456994258,0.26250832453274153
CC(=O)O,O,352.39,1.0985122836677763,0.12211642370396447
CC(=O)O,O,371.27,1.1325659500971654,0.03146666010453547
CC(=O)O,O,373.15,1.1876208366500731,0.022440094661372534
CC(=O)O,O,383.6,1.1787288397689992,-0.027734165
CC(=O)O,O,391.22,1.2856836583309348,-0.064320564
CCCCCC=O,O,298.15,6.861692492135562,6.708760083171763
CCCCCC=O,O,313.15,6.553438979824005,6.636739614210351
CCCCCC=O,O,318.15,6.5616697826928805,6.612732791223214
CCCCCC=O,O,323.15,6.478289956020954,6.588725968236078
CO,O,273.35,0.1765046714723898,-0.15885529
CO,O,283.15,0.3230685211220377,-0.205908663
CO,O,293.15,0.4259472430488156,-0.253922309
CO,O,293.15,0.5117751728015789,-0.253922309
CO,O,293.15,0.9752575096380048,-0.253922309
CO,O,297.45,0.7445244714196935,-0.274568177
CO,O,298.15,0.4258492656292666,-0.277929132
CO,O,298.15,0.4596060108744184,-0.277929132
CO,O,298.15,0.4933599835869288,-0.277929132
CO,O,298.15,0.5102394520008844,-0.277929132
CO,O,298.15,0.5271162087019715,-0.277929132
CO,O,298.15,0.5439973091540619,-0.277929132
CO,O,298.15,0.5946298633841135,-0.277929132
CO,O,298.2,0.5429694315145573,-0.278169201
CO,O,298.65,0.5674365544310391,-0.280329815
CO,O,300.45,0.7819086918374031,-0.288972271
CO,O,303.15,0.5264075918922742,-0.301935955
CO,O,303.15,0.5762031678253698,-0.301935955
CO,O,303.15,0.7421992152002171,-0.301935955
CO,O,303.15,0.924798438486767,-0.301935955
CO,O,303.25,0.7899199266562074,-0.302416092
CO,O,308.15,0.592038723186901,-0.325942778
CO,O,313.15,0.5922544472600549,-0.349949601
CO,O,313.15,0.6243917808743336,-0.349949601
CO,O,313.15,0.6404634462745019,-0.349949601
CO,O,313.15,0.6565298755967787,-0.349949601
CO,O,313.15,0.8332960046084763,-0.349949601
CO,O,313.15,0.8493642952677914,-0.349949601
CO,O,313.65,0.823359320555349,-0.352350284
CO,O,318.15,0.6724443482007435,-0.373956424
CO,O,323.15,0.7042898695784298,-0.397963247
CO,O,323.15,0.7354352997939254,-0.397963247
CO,O,323.2,0.734500234043424,-0.398203316
CO,O,323.25,0.8269741544960076,-0.398443384
CO,O,328.15,0.7359719681505611,-0.42197007
CO,O,328.15,0.7513075922323562,-0.42197007
CO,O,333.05,0.7692560068122521,-0.445496757
CO,O,333.15,0.6466266887344628,-0.445976893
CO,O,333.15,0.7523637527160314,-0.445976893
CO,O,333.15,0.7674658448022446,-0.445976893
CO,O,333.2,0.8118808753078581,-0.446216961
CO,O,333.25,0.8713812281922055,-0.44645703
CO,O,342.35,0.828962213691482,-0.490149448
CO,O,353.05,0.892776424809087,-0.541524049
CO,O,358.15,0.8370223909679345,-0.566011008
CO,O,362.95,0.8990184206265559,-0.589057558
CO,O,363.15,0.8680873954876142,-0.590017831
CO,O,368.15,0.8714565325473429,-0.614024654
CO,O,372.15,0.8771090579588328,-0.633230113
CO,O,372.55,0.938467010418178,-0.635150658
CO,O,373.15,0.7942632010793891,-0.638031477
CO,O,373.3,0.8189468855712101,-0.638751682
CC(C)O,O,288.15,2.318448599582213,2.0594713653379966
CC(C)O,O,293.15,1.9246325201932557,2.0354645423508595
CC(C)O,O,293.15,1.9761303136858408,2.0354645423508595
CC(C)O,O,298.15,1.8838310771818616,2.011457719363723
CC(C)O,O,298.15,2.0357325713523444,2.011457719363723
CC(C)O,O,298.15,2.052611051707279,2.011457719363723
CC(C)O,O,298.15,2.103244734463406,2.011457719363723
CC(C)O,O,303.15,2.0955646135898114,1.9874508963765862
CC(C)O,O,303.15,2.211761732345317,1.9874508963765862
CC(C)O,O,303.15,2.278160219558348,1.9874508963765862
CC(C)O,O,308.15,2.188257829273534,1.9634440733894492
CC(C)O,O,313.15,2.2479419837098726,1.939437250402312
CC(C)O,O,313.15,2.3925720385852043,1.939437250402312
CC(C)O,O,317.85,2.1898877283622014,1.916870836794403
CC(C)O,O,323.15,2.3989129366210244,1.8914236044280384
CC(C)O,O,323.25,2.473896257267948,1.8909434679682953
CC(C)O,O,328.05,2.277249848960313,1.8678969179006444
CC(C)O,O,328.15,2.519871524823857,1.8674167814409017
CC(C)O,O,333.15,2.261453675607473,1.8434099584537647
CC(C)O,O,333.15,2.4729184104759336,1.8434099584537647
CC(C)O,O,333.15,2.488026777124244,1.8434099584537647
CC(C)O,O,337.55,2.2661129989240254,1.822283954225084
CC(C)O,O,349.15,2.4126764007877006,1.766588124894927
CC(C)O,O,353.15,2.5294178308833737,1.7473826665052172
CC(C)O,O,355.45,2.530341986462213,1.736339527931134
CC(C)O,O,357.75,2.461271186551626,1.7252963893570508
CC(C)O,O,373.15,2.5237346576375184,1.6513553745566698
CC(C)=O,O,288.15,1.763593163679481,2.170942034574632
CC(C)=O,O,293.15,1.9119869222678807,2.146935211587495
CC(C)=O,O,297.25,2.0736284282280435,2.127249616738043
CC(C)=O,O,298.01,2.025606862813924,2.1236005796439983
CC(C)=O,O,298.05,2.0417474626274905,2.123408525060101
CC(C)=O,O,298.15,1.9386193499389088,2.1229283886003585
CC(C)=O,O,298.15,1.955496906044164,2.1229283886003585
CC(C)=O,O,298.15,1.9892528496392308,2.1229283886003585
CC(C)=O,O,298.15,2.0230087468676543,2.1229283886003585
CC(C)=O,O,298.15,2.039886972802934,2.1229283886003585
CC(C)=O,O,298.15,2.056765113972069,2.1229283886003585
CC(C)=O,O,298.65,2.0980081112536744,2.1205277063016448
CC(C)=O,O,303.15,1.998837322221393,2.098921565613222
CC(C)=O,O,303.15,2.048636913719601,2.098921565613222
CC(C)=O,O,303.25,2.080018874990883,2.0984414291534788
CC(C)=O,O,313.15,2.181191170927006,2.0509079196389477
CC(C)=O,O,313.25,2.227636305916045,2.050427783179205
CC(C)=O,O,317.75,2.118175357471679,2.0288216424907817
CC(C)=O,O,317.75,2.165686896182476,2.0288216424907817
CC(C)=O,O,318.15,2.190531114902482,2.0269010966518106
CC(C)=O,O,323.15,1.7177720026337593,2.002894273664674
CC(C)=O,O,323.25,2.2766886560978694,2.002414137204931
CC(C)=O,O,333.15,2.358010339099456,1.9548806276904003
CC(C)=O,O,333.15,2.373108792166169,1.9548806276904003
CC(C)=O,O,333.15,2.463742596171428,1.9548806276904003
CC(C)=O,O,333.25,2.3261746584271314,1.9544004912306576
CC(C)=O,O,373.15,2.427092138410184,1.7628260437933054
ClC(Cl)Cl,O,283.15,6.689362922843412,8.244608591141724
ClC(Cl)Cl,O,285.65,6.459414506516656,8.238410477498832
ClC(Cl)Cl,O,288.15,6.775230236959799,8.23221236385594
ClC(Cl)Cl,O,293.15,6.344700835642041,8.219816136570158
ClC(Cl)Cl,O,293.15,6.705186115903536,8.219816136570158
ClC(Cl)Cl,O,293.15,6.773850102223314,8.219816136570158
ClC(Cl)Cl,O,293.15,6.911179409948831,8.219816136570158
ClC(Cl)Cl,O,295.15,6.961258130499444,8.214857645655844
ClC(Cl)Cl,O,297.25,6.296398201587514,8.209651230195817
ClC(Cl)Cl,O,298.15,6.43634906657635,8.207419909284376
ClC(Cl)Cl,O,298.15,6.6557633355253625,8.207419909284376
ClC(Cl)Cl,O,298.15,6.807666399357829,8.207419909284376
ClC(Cl)Cl,O,298.15,6.841422081709653,8.207419909284376
ClC(Cl)Cl,O,298.15,6.875178366825395,8.207419909284376
ClC(Cl)Cl,O,298.15,6.962943976426019,8.207419909284376
ClC(Cl)Cl,O,298.15,7.001764613053414,8.207419909284376
ClC(Cl)Cl,O,300.45,6.362355463575814,8.201717644732916
ClC(Cl)Cl,O,303.15,6.343660726336806,8.195023681998592
ClC(Cl)Cl,O,303.15,6.793510974623917,8.195023681998592
ClC(Cl)Cl,O,308.15,6.7450681000371,8.182627454712811
ClC(Cl)Cl,O,308.15,6.797325268455187,8.182627454712811
ClC(Cl)Cl,O,313.15,6.808525929254551,8.170231227427028
ClC(Cl)Cl,O,323.15,6.76577803463652,8.145438772855464
ClC(Cl)Cl,O,323.15,6.818722952157459,8.145438772855464
CCCO,O,273.35,2.2023812587711507,2.606793730898974
CCCO,O,283.15,2.145004537863595,2.559740357844186
CCCO,O,283.15,2.4293587031551884,2.559740357844186
CCCO,O,293.15,2.350927537904547,2.511726711869912
CCCO,O,293.15,2.608414010926863,2.511726711869912
CCCO,O,293.15,3.192055349983759,2.511726711869912
CCCO,O,297.25,2.8551072087958533,2.4920411170204595
CCCO,O,298.06,2.607021032344376,2.4881520116965437
CCCO,O,298.15,2.4013891620526264,2.487719888882775
CCCO,O,298.15,2.435138507553879,2.487719888882775
CCCO,O,298.15,2.468895824515635,2.487719888882775
CCCO,O,298.15,2.6039185596986583,2.487719888882775
CCCO,O,298.15,2.637677807082885,2.487719888882775
CCCO,O,298.15,2.6545579996615247,2.487719888882775
CCCO,O,298.15,2.7220714424644643,2.487719888882775
CCCO,O,298.2,2.63595251466178,2.487479820652904
CCCO,O,303.15,2.585128987589703,2.4637130658956385
CCCO,O,303.15,2.668130577100966,2.4637130658956385
CCCO,O,303.15,2.734529833906589,2.4637130658956385
CCCO,O,303.15,2.867324873684984,2.4637130658956385
CCCO,O,308.15,2.781344032409384,2.4397062429085015
CCCO,O,313.15,2.732300439436753,2.4156994199213644
CCCO,O,313.15,2.828720915250768,2.4156994199213644
CCCO,O,313.15,2.9412074475986603,2.4156994199213644
CCCO,O,313.15,3.101901462147702,2.4156994199213644
CCCO,O,318.15,2.876605210096751,2.3916925969342273
CCCO,O,323.15,2.909384312818762,2.3676857739470907
CCCO,O,323.15,2.940526070556888,2.3676857739470907
CCCO,O,323.15,3.002817116677202,2.3676857739470907
CCCO,O,323.2,2.814426200981361,2.3674457057172194
CCCO,O,328.15,2.927726414809666,2.343678950959954
CCCO,O,333.15,2.7359052874715637,2.319672127972817
CCCO,O,333.15,2.9473715171758355,2.319672127972817
CCCO,O,333.15,3.007794234731868,2.319672127972817
CCCO,O,333.15,3.038001220733157,2.319672127972817
CCCO,O,333.2,2.9006080764538105,2.3194320597429456
CCCO,O,358.15,2.9921157417794486,2.1996380130371325
CCCO,O,363.15,2.9635086237581327,2.1756311900499954
CCCO,O,368.15,2.923510982036997,2.1516243670628588
CCCO,O,372.15,2.936608400051252,2.132418908673149
CCCO,O,373.15,2.8725528284364588,2.127617544075722
CCCCO,O,283.15,3.639907148357732,3.873937694209646
CCCCO,O,293.15,3.682934316754309,3.825924048235372
CCCCO,O,293.15,3.837428761217175,3.825924048235372
CCCCO,O,298.15,3.7833051519703096,3.801917225248235
CCCCO,O,298.15,3.85081758998374,3.801917225248235
CCCCO,O,298.15,3.884573696639933,3.801917225248235
CCCCO,O,298.15,3.918329080277001,3.801917225248235
CCCCO,O,298.15,3.935206186717125,3.801917225248235
CCCCO,O,298.15,3.9520856717316857,3.801917225248235
CCCCO,O,298.15,4.323402588495852,3.801917225248235
CCCCO,O,298.2,3.983770479511387,3.801677157018364
CCCCO,O,303.15,3.916154459207595,3.7779104022610985
CCCCO,O,303.15,3.9493534716513583,3.7779104022610985
CCCCO,O,308.15,3.65529681709681,3.7539035792739615
CCCCO,O,308.15,4.030893449641484,3.7539035792739615
CCCCO,O,308.15,4.063553684620665,3.7539035792739615
CCCCO,O,313.15,3.887326542830363,3.7298967562868244
CCCCO,O,313.15,4.015883797061877,3.7298967562868244
CCCCO,O,313.15,4.064093236908465,3.7298967562868244
CCCCO,O,318.15,4.082843679885048,3.7058899332996873
CCCCO,O,323.15,4.041079149047413,3.6818831103125507
CCCCO,O,323.15,4.056651348513975,3.6818831103125507
CCCCO,O,323.15,4.072223349081951,3.6818831103125507
CCCCO,O,323.15,4.103368721736717,3.6818831103125507
CCCCO,O,323.15,4.118939609077481,3.6818831103125507
CCCCO,O,323.2,4.054848077714061,3.6816430420826793
CCCCO,O,323.23,4.349566715759945,3.6814990011447564
CCCCO,O,328.15,4.12556056659712,3.657876287325414
CCCCO,O,333.15,3.862330534302201,3.633869464338277
CCCCO,O,333.15,4.073799959730392,3.633869464338277
CCCCO,O,333.15,4.1342189078649625,3.633869464338277
CCCCO,O,333.15,4.164428615930909,3.633869464338277
CCCCO,O,333.15,4.194639268306023,3.633869464338277
CCCCO,O,333.2,4.102297850808174,3.6336293961084056
CCCCO,O,343.15,4.083866525490008,3.5858558183640032
CCCCO,O,343.15,4.15719102764046,3.5858558183640032
CCCCO,O,343.15,4.215849551695928,3.5858558183640032
CCCCO,O,353.15,3.830754379957693,3.5378421723897295
CCCCO,O,353.15,4.044495837975592,3.5378421723897295
CCCCO,O,353.15,4.129993197968359,3.5378421723897295
CCCCO,O,363.15,4.014971213810995,3.4898285264154554
CCCCO,O,372.15,4.021653790493495,3.446616245038609
CCCCO,O,373.15,3.9807726473371816,3.441814880441182
CCCCO,O,390.15,3.8953589277284255,3.360191682284916
CCCCCO,O,283.15,5.069237480010352,5.212096119545934
CCCCCO,O,293.15,5.234887563888255,5.16408247357166
CCCCCO,O,298.15,5.165962424491233,5.140075650584523
CCCCCO,O,298.15,5.284111945625769,5.140075650584523
CCCCCO,O,298.15,5.317865059390406,5.140075650584523
CCCCCO,O,298.15,5.38537999222443,5.140075650584523
CCCCCO,O,298.2,5.146738377088596,5.139835582354651
CCCCCO,O,303.15,5.351113780684867,5.1160688275973865
CCCCCO,O,313.15,5.438566146920084,5.068055181623112
CCCCCO,O,323.15,5.468600079730235,5.020041535648838
CCCCCO,O,333.15,5.280051557741144,4.972027889674565
CCCCCO,O,333.15,5.431102856055984,4.972027889674565
CCCCCO,O,333.2,5.278104455096822,4.9717878214446936
CCCCCO,O,343.15,5.36109496316769,4.924014243700292
CCCCCO,O,343.2,5.197949920301946,4.923774175470419
CCCCCO,O,353.15,5.346626462641822,4.8760005977260175
CCCCCO,O,363.15,5.230445295301202,4.827986951751743
CCCCCO,O,371.15,5.1504378153582255,4.789576034972324
CCCCCO,O,373.15,5.101401833850708,4.77997330577747
c1ccccc1,O,278.75,7.831136811602928,8.336617147772454
c1ccccc1,O,279.15,7.796210163475202,8.335625449589593
c1ccccc1,O,279.35,7.787792730515996,8.33512960049816
c1ccccc1,O,279.45,7.747579567386571,8.334881675952445
c1ccccc1,O,279.85,7.820772659281815,8.333889977769584
c1ccccc1,O,280.25,7.768076537005824,8.33289827958672
c1ccccc1,O,282.15,7.778605031899494,8.328187713218123
c1ccccc1,O,282.15,7.8142744240274595,8.328187713218123
c1ccccc1,O,282.55,7.779901837338731,8.327196015035259
c1ccccc1,O,283.15,7.826295478904883,8.325708467760967
c1ccccc1,O,283.15,7.861842633550858,8.325708467760967
c1ccccc1,O,283.15,7.879613159304748,8.325708467760967
c1ccccc1,O,283.25,7.857701265536692,8.32546054321525
c1ccccc1,O,284.15,7.785184593148671,8.323229222303809
c1ccccc1,O,284.95,7.805535748097196,8.321245825938085
c1ccccc1,O,285.25,7.79330635167755,8.320502052300938
c1ccccc1,O,285.65,7.600882459342079,8.319510354118076
c1ccccc1,O,285.65,7.829900837858062,8.319510354118076
c1ccccc1,O,287.15,7.804222823348753,8.31579148593234
c1ccccc1,O,288.06,7.645373787138911,8.313535372566328
c1ccccc1,O,288.15,7.798986631015034,8.313312240475184
c1ccccc1,O,288.15,7.816449228234415,8.313312240475184
c1ccccc1,O,288.15,7.833913169933952,8.313312240475184
c1ccccc1,O,288.15,7.921234425672389,8.313312240475184
c1ccccc1,O,288.15,7.938698819125427,8.313312240475184
c1ccccc1,O,288.25,7.79497964734689,8.313064315929468
c1ccccc1,O,289.15,7.997481536895414,8.310832995018028
c1ccccc1,O,289.95,7.796781694268103,8.308849598652301
c1ccccc1,O,290.05,7.810162073507411,8.308601674106587
c1ccccc1,O,290.2,7.838887331591411,8.308229787288013
c1ccccc1,O,291.05,7.7878798278722305,8.30612242864943
c1ccccc1,O,291.75,7.794839626508266,8.30438695682942
c1ccccc1,O,293,8.10831927993391,8.301287900007974
c1ccccc1,O,293.06,7.64057018815368,8.301139145280546
c1ccccc1,O,293.15,7.61994008841922,8.3009160131894
c1ccccc1,O,293.15,7.774431306847297,8.3009160131894
c1ccccc1,O,293.15,7.793314601379529,8.3009160131894
c1ccccc1,O,293.15,7.812196076899055,8.3009160131894
c1ccccc1,O,293.15,7.817347626688199,8.3009160131894
c1ccccc1,O,293.15,7.820780685479323,8.3009160131894
c1ccccc1,O,293.15,7.822496811466362,8.3009160131894
c1ccccc1,O,293.15,7.824213996745873,8.3009160131894
c1ccccc1,O,293.15,7.834511060704056,8.3009160131894
c1ccccc1,O,293.15,7.837944971244327,8.3009160131894
c1ccccc1,O,293.15,7.839663421751369,8.3009160131894
c1ccccc1,O,293.15,7.875712035771189,8.3009160131894
c1ccccc1,O,293.15,8.055951067839075,8.3009160131894
c1ccccc1,O,293.25,7.804855036462332,8.300668088643686
c1ccccc1,O,293.75,7.828189415089161,8.299428465915106
c1ccccc1,O,294.15,7.762987294834599,8.298436767732245
c1ccccc1,O,294.15,7.768118838727088,8.298436767732245
c1ccccc1,O,294.15,7.795494261366864,8.298436767732245
c1ccccc1,O,294.15,7.952882399176595,8.298436767732245
c1ccccc1,O,295.15,7.8880869081996785,8.295957522275089
c1ccccc1,O,295.2,7.829884931135085,8.29583356000223
c1ccccc1,O,296.15,7.759230117921387,8.293478276817932
c1ccccc1,O,297.15,7.785409127241374,8.290999031360776
c1ccccc1,O,297.95,7.83431312321207,8.28901563499505
c1ccccc1,O,298,7.822268431898529,8.288891672722192
c1ccccc1,O,298.03,7.858269643991504,8.288817295358477
c1ccccc1,O,298.05,7.816985141485708,8.288767710449335
c1ccccc1,O,298.15,7.431726124497815,8.28851978590362
c1ccccc1,O,298.15,7.678145868216152,8.28851978590362
c1ccccc1,O,298.15,7.69333577787317,8.28851978590362
c1ccccc1,O,298.15,7.733841176569116,8.28851978590362
c1ccccc1,O,298.15,7.742280486652906,8.28851978590362
c1ccccc1,O,298.15,7.745656269614034,8.28851978590362
c1ccccc1,O,298.15,7.755784300577255,8.28851978590362
c1ccccc1,O,298.15,7.767598403157322,8.28851978590362
c1ccccc1,O,298.15,7.772664291506738,8.28851978590362
c1ccccc1,O,298.15,7.781100930850834,8.28851978590362
c1ccccc1,O,298.15,7.782790589086683,8.28851978590362
c1ccccc1,O,298.15,7.784477397192646,8.28851978590362
c1ccccc1,O,298.15,7.787854943687373,8.28851978590362
c1ccccc1,O,298.15,7.789541518827913,8.28851978590362
c1ccccc1,O,298.15,7.794604841695706,8.28851978590362
c1ccccc1,O,298.15,7.79629241824294,8.28851978590362
c1ccccc1,O,298.15,7.797981257310944,8.28851978590362
c1ccccc1,O,298.15,7.799667249009623,8.28851978590362
c1ccccc1,O,298.15,7.801354494736183,8.28851978590362
c1ccccc1,O,298.15,7.8030429833680035,8.28851978590362
c1ccccc1,O,298.15,7.806419573939226,8.28851978590362
c1ccccc1,O,298.15,7.80810766758793,8.28851978590362
c1ccccc1,O,298.15,7.813171092703989,8.28851978590362
c1ccccc1,O,298.15,7.814855910954331,8.28851978590362
c1ccccc1,O,298.15,7.818233148861979,8.28851978590362
c1ccccc1,O,298.15,7.826670563702385,8.28851978590362
c1ccccc1,O,298.15,7.828360689229774,8.28851978590362
c1ccccc1,O,298.15,7.835112550200082,8.28851978590362
c1ccccc1,O,298.15,7.841862353068207,8.28851978590362
c1ccccc1,O,298.15,7.843550554514271,8.28851978590362
c1ccccc1,O,298.15,7.845239826863294,8.28851978590362
c1ccccc1,O,298.15,7.865491171168406,8.28851978590362
c1ccccc1,O,298.15,7.88912188759248,8.28851978590362
c1ccccc1,O,298.15,7.894183826644295,8.28851978590362
c1ccccc1,O,298.15,7.899246243419228,8.28851978590362
c1ccccc1,O,298.15,7.946507861544517,8.28851978590362
c1ccccc1,O,298.15,8.005580591398987,8.28851978590362
c1ccccc1,O,298.15,8.037646572342712,8.28851978590362
c1ccccc1,O,298.16,7.633887424613909,8.288494993449047
c1ccccc1,O,298.95,7.774355641623838,8.286536389537893
c1ccccc1,O,299.2,7.825453020553747,8.285916578173605
c1ccccc1,O,300.45,7.818442339576283,8.28281752135216
c1ccccc1,O,302.2,7.817879034084852,8.278478841802135
c1ccccc1,O,303.15,7.551780490331446,8.276123558617837
c1ccccc1,O,303.15,7.729396812555555,8.276123558617837
c1ccccc1,O,303.15,7.731053144007127,8.276123558617837
c1ccccc1,O,303.15,7.754292850422932,8.276123558617837
c1ccccc1,O,303.15,7.759272795513524,8.276123558617837
c1ccccc1,O,303.15,7.764253542703935,8.276123558617837
c1ccccc1,O,303.15,7.787494053404472,8.276123558617837
c1ccccc1,O,303.15,7.800773289742743,8.276123558617837
c1ccccc1,O,303.15,7.807412436802268,8.276123558617837
c1ccccc1,O,303.15,7.817371787697164,8.276123558617837
c1ccccc1,O,303.15,7.832311755273325,8.276123558617837
