Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,ln_gamma_inf_pred_mosced
CO,O,298.15,0.5946298633841135,1.1373764667455366
CO,O,298.2,0.5429694315145573,1.137214747719394
CO,O,298.65,0.5674365544310391,1.13576001310448
CO,O,300.45,0.7819086918374031,1.129954705851998
CO,O,303.15,0.5264075918922742,1.1212899066195596
CO,O,303.15,0.5762031678253698,1.1212899066195596
CO,O,303.15,0.7421992152002171,1.1212899066195596
CO,O,303.15,0.924798438486767,1.1212899066195596
CO,O,303.25,0.7899199266562074,1.1209700285800377
CO,O,308.15,0.592038723186901,1.1053930338947031
CO,O,313.15,0.5922544472600549,1.0897076409116326
CO,O,313.15,0.6243917808743336,1.0897076409116326
CO,O,313.15,0.6404634462745019,1.0897076409116326
CO,O,313.15,0.6565298755967787,1.0897076409116326
CO,O,313.15,0.8332960046084763,1.0897076409116326
CO,O,313.15,0.8493642952677914,1.0897076409116326
CO,O,313.65,0.823359320555349,1.0881514205062448
CO,O,318.15,0.6724443482007435,1.0742506014569215
CO,O,323.15,0.7042898695784298,1.0590347062544758
CO,O,323.15,0.7354352997939254,1.0590347062544758
CO,O,323.2,0.734500234043424,1.0588837994266889
CO,O,323.25,0.8269741544960076,1.058732917684917
CO,O,328.15,0.7359719681505611,1.044069360063092
CO,O,328.15,0.7513075922323562,1.044069360063092
CO,O,333.05,0.7692560068122521,1.0296527765310906
CO,O,333.15,0.6466266887344628,1.029361163778577
CO,O,333.15,0.7523637527160314,1.029361163778577
CO,O,333.15,0.7674658448022446,1.029361163778577
CO,O,333.2,0.8118808753078581,1.0292153966394724
CO,O,333.25,0.8713812281922055,1.0290696556627767
CO,O,342.35,0.828962213691482,1.0029829395004632
CO,O,353.05,0.892776424809087,0.9734293748686368
CO,O,358.15,0.8370223909679345,0.9597672380002398
CO,O,362.95,0.8990184206265559,0.9471561146884444
CO,O,363.15,0.8680873954876142,0.9466358174590926
CO,O,368.15,0.8714565325473429,0.9337615464223082
CO,O,372.15,0.8771090579588328,0.923644869893962
CO,O,372.55,0.938467010418178,0.9226420499865547
CO,O,373.15,0.7942632010793891,0.92114081998817
CO,O,373.3,0.8189468855712101,0.9207660742394436
CC(C)O,O,288.15,2.318448599582213,1.393337728602173
CC(C)O,O,293.15,1.924632520193256,1.4245065903064034
CC(C)O,O,293.15,1.9761303136858408,1.4245065903064034
CC(C)O,O,298.15,1.8838310771818616,1.448725946972496
CC(C)O,O,298.15,2.0357325713523444,1.448725946972496
CC(C)O,O,298.15,2.052611051707279,1.448725946972496
CC(C)O,O,298.15,2.103244734463406,1.448725946972496
CC(C)O,O,303.15,2.0955646135898114,1.466960189424146
CC(C)O,O,303.15,2.211761732345317,1.466960189424146
CC(C)O,O,303.15,2.278160219558348,1.466960189424146
CC(C)O,O,308.15,2.188257829273534,1.4800339636204782
CC(C)O,O,313.15,2.2479419837098726,1.4886545003446885
CC(C)O,O,313.15,2.3925720385852043,1.4886545003446885
CC(C)O,O,317.85,2.1898877283622014,1.4932419713557687
CC(C)O,O,323.15,2.3989129366210244,1.494884842139597
CC(C)O,O,323.25,2.473896257267948,1.4948832891569004
CC(C)O,O,328.05,2.277249848960313,1.4935259288209275
CC(C)O,O,328.15,2.519871524823857,1.4934722044394837
CC(C)O,O,333.15,2.261453675607473,1.4895846008561808
CC(C)O,O,333.15,2.4729184104759336,1.4895846008561808
CC(C)O,O,333.15,2.488026777124244,1.4895846008561808
CC(C)O,O,337.55,2.2661129989240254,1.4843878336863576
CC(C)O,O,349.15,2.4126764007877006,1.4642052790047024
CC(C)O,O,353.15,2.5294178308833737,1.455467449529404
CC(C)O,O,355.45,2.530341986462213,1.4501017697707554
CC(C)O,O,357.75,2.461271186551626,1.4445086358578352
CC(C)O,O,373.15,2.5237346576375184,1.4023186513359531
CC(C)=O,O,288.15,1.763593163679481,0.7327684312906974
CC(C)=O,O,293.15,1.9119869222678807,0.7625730450660974
CC(C)=O,O,297.25,2.0736284282280435,0.7827830543061971
CC(C)=O,O,298.01,2.025606862813924,0.7861503695703784
CC(C)=O,O,298.05,2.0417474626274905,0.7863244718382855
CC(C)=O,O,298.15,1.9386193499389088,0.7867583725845283
CC(C)=O,O,298.15,1.955496906044164,0.7867583725845283
CC(C)=O,O,298.15,1.9892528496392308,0.7867583725845283
CC(C)=O,O,298.15,2.0230087468676543,0.7867583725845283
CC(C)=O,O,298.15,2.039886972802934,0.7867583725845283
CC(C)=O,O,298.15,2.056765113972069,0.7867583725845283
CC(C)=O,O,298.65,2.0980081112536744,0.7888990260674934
CC(C)=O,O,303.15,1.998837322221393,0.8061066661514058
CC(C)=O,O,303.15,2.048636913719601,0.8061066661514058
CC(C)=O,O,303.25,2.080018874990883,0.8064490495221064
CC(C)=O,O,313.15,2.181191170927006,0.8328640040517845
CC(C)=O,O,313.25,2.227636305916045,0.8330623539323003
CC(C)=O,O,317.75,2.118175357471679,0.8407595870362423
CC(C)=O,O,317.75,2.165686896182476,0.8407595870362423
CC(C)=O,O,318.15,2.190531114902482,0.8413329592427274
CC(C)=O,O,323.15,1.7177720026337593,0.8471126652427724
CC(C)=O,O,323.25,2.2766886560978694,0.8472034083501966
CC(C)=O,O,333.15,2.358010339099456,0.8520057550235711
CC(C)=O,O,333.15,2.373108792166169,0.8520057550235711
CC(C)=O,O,333.15,2.463742596171428,0.8520057550235711
CC(C)=O,O,333.25,2.3261746584271314,0.8520159463462837
CC(C)=O,O,373.15,2.427092138410184,0.8171950084554909
ClC(Cl)Cl,O,283.15,6.689362922843412,6.250203955071656
ClC(Cl)Cl,O,285.65,6.459414506516656,6.164729565900932
ClC(Cl)Cl,O,288.15,6.775230236959799,6.080139775777518
ClC(Cl)Cl,O,293.15,6.344700835642041,5.913823369105093
ClC(Cl)Cl,O,293.15,6.705186115903536,5.913823369105093
ClC(Cl)Cl,O,293.15,6.773850102223314,5.913823369105093
ClC(Cl)Cl,O,293.15,6.911179409948831,5.913823369105093
ClC(Cl)Cl,O,295.15,6.961258130499444,5.848425860103932
ClC(Cl)Cl,O,297.25,6.296398201587514,5.78048124663888
ClC(Cl)Cl,O,298.15,6.43634906657635,5.751592749432788
ClC(Cl)Cl,O,298.15,6.6557633355253625,5.751592749432788
ClC(Cl)Cl,O,298.15,6.807666399357829,5.751592749432788
ClC(Cl)Cl,O,298.15,6.841422081709653,5.751592749432788
ClC(Cl)Cl,O,298.15,6.875178366825395,5.751592749432788
ClC(Cl)Cl,O,298.15,6.962943976426019,5.751592749432788
ClC(Cl)Cl,O,298.15,7.001764613053414,5.751592749432788
ClC(Cl)Cl,O,300.45,6.362355463575814,5.678404993142191
ClC(Cl)Cl,O,303.15,6.343660726336806,5.593676296952911
ClC(Cl)Cl,O,303.15,6.793510974623917,5.593676296952911
ClC(Cl)Cl,O,308.15,6.7450681000371,5.440216270868954
ClC(Cl)Cl,O,308.15,6.797325268455187,5.440216270868954
ClC(Cl)Cl,O,313.15,6.808525929254551,5.2912874491135975
ClC(Cl)Cl,O,323.15,6.76577803463652,5.007070965155827
ClC(Cl)Cl,O,323.15,6.818722952157459,5.007070965155827
CCCO,O,273.35,2.2023812587711507,1.7320719083146965
CCCO,O,283.15,2.145004537863595,1.8179619984637547
CCCO,O,283.15,2.4293587031551884,1.8179619984637547
CCCO,O,293.15,2.350927537904547,1.870278705352248
CCCO,O,293.15,2.608414010926863,1.870278705352248
CCCO,O,293.15,3.192055349983759,1.870278705352248
CCCO,O,297.25,2.8551072087958533,1.8836673254287577
CCCO,O,298.06,2.607021032344376,1.885836724358528
CCCO,O,298.15,2.4013891620526264,1.8860685585750991
CCCO,O,298.15,2.435138507553879,1.8860685585750991
CCCO,O,298.15,2.468895824515635,1.8860685585750991
CCCO,O,298.15,2.6039185596986583,1.8860685585750991
CCCO,O,298.15,2.637677807082885,1.8860685585750991
CCCO,O,298.15,2.6545579996615247,1.8860685585750991
CCCO,O,298.15,2.7220714424644643,1.8860685585750991
CCCO,O,298.2,2.63595251466178,1.8861965669662368
CCCO,O,303.15,2.585128987589703,1.8962184114214653
CCCO,O,303.15,2.668130577100966,1.8962184114214653
CCCO,O,303.15,2.734529833906589,1.8962184114214653
CCCO,O,303.15,2.867324873684984,1.8962184114214653
CCCO,O,308.15,2.781344032409384,1.9015126620231404
CCCO,O,313.15,2.732300439436753,1.902625482291275
CCCO,O,313.15,2.828720915250768,1.902625482291275
CCCO,O,313.15,2.9412074475986603,1.902625482291275
CCCO,O,313.15,3.101901462147702,1.902625482291275
CCCO,O,318.15,2.876605210096751,1.900137838603941
CCCO,O,323.15,2.909384312818762,1.8945515975816167
CCCO,O,323.15,2.940526070556888,1.8945515975816167
CCCO,O,323.15,3.002817116677202,1.8945515975816167
CCCO,O,323.2,2.814426200981361,1.894481608585083
CCCO,O,328.15,2.927726414809666,1.8863012663440897
CCCO,O,333.15,2.735905287471564,1.8757638039657456
CCCO,O,333.15,2.9473715171758355,1.8757638039657456
CCCO,O,333.15,3.007794234731868,1.8757638039657456
CCCO,O,333.15,3.038001220733157,1.8757638039657456
CCCO,O,333.2,2.9006080764538105,1.8756480255183705
CCCO,O,358.15,2.9921157417794486,1.798870486799891
CCCO,O,363.15,2.9635086237581327,1.7801946134536302
CCCO,O,368.15,2.923510982036997,1.7608118327016102
CCCO,O,372.15,2.936608400051252,1.744882843882859
CCCO,O,373.15,2.8725528284364588,1.7408496213751647
CCCCO,O,283.15,3.639907148357732,1.3400814894215114
CCCCO,O,293.15,3.682934316754309,1.4793927951336303
CCCCO,O,293.15,3.837428761217175,1.4793927951336303
CCCCO,O,298.15,3.7833051519703096,1.5307386338135234
CCCCO,O,298.15,3.85081758998374,1.5307386338135234
CCCCO,O,298.15,3.884573696639933,1.5307386338135234
CCCCO,O,298.15,3.918329080277001,1.5307386338135234
CCCCO,O,298.15,3.935206186717125,1.5307386338135234
CCCCO,O,298.15,3.9520856717316857,1.5307386338135234
CCCCO,O,298.15,4.323402588495852,1.5307386338135234
CCCCO,O,298.2,3.983770479511387,1.5311993697787385
CCCCO,O,303.15,3.916154459207595,1.5721359370166477
CCCCO,O,303.15,3.9493534716513583,1.5721359370166477
CCCCO,O,308.15,3.65529681709681,1.604962402194953
CCCCO,O,308.15,4.030893449641484,1.604962402194953
CCCCO,O,308.15,4.063553684620665,1.604962402194953
CCCCO,O,313.15,3.887326542830363,1.6303933579353107
CCCCO,O,313.15,4.015883797061877,1.6303933579353107
CCCCO,O,313.15,4.064093236908465,1.6303933579353107
CCCCO,O,318.15,4.082843679885048,1.6494346847296797
CCCCO,O,323.15,4.041079149047413,1.6629498101592546
CCCCO,O,323.15,4.056651348513975,1.6629498101592546
CCCCO,O,323.15,4.072223349081951,1.6629498101592546
CCCCO,O,323.15,4.103368721736717,1.6629498101592546
CCCCO,O,323.15,4.118939609077481,1.6629498101592546
CCCCO,O,323.2,4.054848077714061,1.6630596595848246
CCCCO,O,323.23,4.349566715759945,1.66312534034838
CCCCO,O,328.15,4.12556056659712,1.6716819469793542
CCCCO,O,333.15,3.862330534302201,1.6762724928756874
CCCCO,O,333.15,4.073799959730392,1.6762724928756874
CCCCO,O,333.15,4.1342189078649625,1.6762724928756874
CCCCO,O,333.15,4.164428615930909,1.6762724928756874
CCCCO,O,333.15,4.194639268306023,1.6762724928756874
CCCCO,O,333.2,4.102297850808174,1.6762994263586457
CCCCO,O,343.15,4.083866525490008,1.675174519093338
CCCCO,O,343.15,4.15719102764046,1.675174519093338
CCCCO,O,343.15,4.215849551695928,1.675174519093338
CCCCO,O,353.15,3.830754379957693,1.6632719308606687
CCCCO,O,353.15,4.044495837975592,1.6632719308606687
CCCCO,O,353.15,4.129993197968359,1.6632719308606687
CCCCO,O,363.15,4.014971213810995,1.6433035486599057
CCCCO,O,372.15,4.021653790493495,1.6201727319633548
CCCCO,O,373.15,3.9807726473371816,1.617358092027988
CCCCO,O,390.15,3.8953589277284255,1.563883133672584
CCCCCO,O,283.15,5.069237480010352,1.3915469365460225
CCCCCO,O,293.15,5.234887563888255,1.6112401089100663
CCCCCO,O,298.15,5.165962424491233,1.693498062082706
CCCCCO,O,298.15,5.284111945625769,1.693498062082706
CCCCCO,O,298.15,5.317865059390406,1.693498062082706
CCCCCO,O,298.15,5.38537999222443,1.693498062082706
CCCCCO,O,298.2,5.146738377088596,1.6942415256779235
CCCCCO,O,303.15,5.351113780684867,1.760843288180535
CCCCCO,O,313.15,5.438566146920084,1.858904526225144
CCCCCO,O,323.15,5.468600079730235,1.9187612534772425
CCCCCO,O,333.15,5.280051557741144,1.950137500160693
CCCCCO,O,333.15,5.431102856055984,1.950137500160693
CCCCCO,O,333.2,5.278104455096822,1.950235734446388
CCCCCO,O,343.15,5.36109496316769,1.960209041212442
CCCCCO,O,343.2,5.197949920301946,1.9602154786484784
CCCCCO,O,353.15,5.346626462641822,1.9543271856583355
CCCCCO,O,363.15,5.230445295301202,1.936519098449416
CCCCCO,O,371.15,5.1504378153582255,1.9157641436988373
CCCCCO,O,373.15,5.101401833850708,1.9098390913541128
CC(Cl)(Cl)Cl,O,283.15,8.329489175141406,7.140941968819869
CC(Cl)(Cl)Cl,O,283.15,8.368586448863615,7.140941968819869
CC(Cl)(Cl)Cl,O,293.15,8.301918598480723,6.811360944124045
CC(Cl)(Cl)Cl,O,293.15,8.482160655591441,6.811360944124045
CC(Cl)(Cl)Cl,O,293.15,8.574856255676517,6.811360944124045
CC(Cl)(Cl)Cl,O,293.15,8.59888745759283,6.811360944124045
CC(Cl)(Cl)Cl,O,293.15,8.641802651704518,6.811360944124045
CC(Cl)(Cl)Cl,O,293.15,8.650385776652017,6.811360944124045
CC(Cl)(Cl)Cl,O,293.15,8.689866688335215,6.811360944124045
CC(Cl)(Cl)Cl,O,298.15,8.693578832134126,6.646616216928349
CC(Cl)(Cl)Cl,O,298.15,8.866409589425563,6.646616216928349
CC(Cl)(Cl)Cl,O,303.15,8.454500432477765,6.483246899842481
CC(Cl)(Cl)Cl,O,303.15,8.55575792022806,6.483246899842481
CC(Cl)(Cl)Cl,O,303.15,8.58895741914549,6.483246899842481
CC(Cl)(Cl)Cl,O,303.15,8.618836004975583,6.483246899842481
CC(Cl)(Cl)Cl,O,308.15,8.545815633078915,6.3219786969141865
CC(Cl)(Cl)Cl,O,308.15,8.68854311266956,6.3219786969141865
CC(Cl)(Cl)Cl,O,308.15,8.743249297123048,6.3219786969141865
CC(Cl)(Cl)Cl,O,313.15,8.523055971684613,6.163365029239992
CC(Cl)(Cl)Cl,O,313.15,8.592476900691537,6.163365029239992
CC(Cl)(Cl)Cl,O,313.15,8.604689284245495,6.163365029239992
CC(Cl)(Cl)Cl,O,314.25,8.90758391644303,6.128869831269016
CC(Cl)(Cl)Cl,O,323.15,8.597243899057775,5.855652931782247
CC(Cl)(Cl)Cl,O,323.15,8.670434314865334,5.855652931782247
CC(Cl)(Cl)Cl,O,323.15,8.681333805272844,5.855652931782247
CC(Cl)(Cl)Cl,O,324.45,8.856875982971689,5.816670444056762
CC(Cl)(Cl)Cl,O,333.15,8.572007081228586,5.56223713482588
CC(Cl)(Cl)Cl,O,334.65,8.883666573484904,5.519528876495
CC(Cl)(Cl)Cl,O,343.15,8.520567492055187,5.284084242083023
CC(Cl)(Cl)Cl,O,344.65,8.778576975369766,5.243698984667112
CC(Cl)(Cl)Cl,O,353.15,8.443331342817782,5.021422607729267
CI,O,293.15,6.776724756573179,7.438744032461859
CCBr,O,293.15,6.874570711591093,6.103655707028155
CCBr,O,298.15,6.518799144749717,5.929105873143772
S=C=S,O,278.15,7.648153344390628,10.63858651306528
S=C=S,O,283.15,7.468781500359941,10.270830411628715
S=C=S,O,283.15,7.674937929067553,10.270830411628715
S=C=S,O,288.15,7.712291765468034,9.921502302220652
S=C=S,O,293.15,7.644603505613177,9.589483352003157
S=C=S,O,293.15,7.757897661306674,9.589483352003157
S=C=S,O,293.15,8.094692803371588,9.589483352003157
S=C=S,O,295.15,7.550561343267984,9.461285183532866
S=C=S,O,298.15,7.817701929661205,9.27372510551904
S=C=S,O,298.65,7.374603936534571,9.243005282166015
S=C=S,O,303.15,7.67797460561694,8.973246488226785
S=C=S,O,303.15,7.905887714749933,8.973246488226785
S=C=S,O,304.05,7.475951294119252,8.920711285189823
S=C=S,O,308.15,8.031154484736899,8.687130442076754
S=C=S,O,309.75,7.6331082408783,8.598465164557318
S=C=S,O,310.9,7.570113300722202,8.535575948584103
S=C=S,O,315.35,7.806517276305329,8.298642616142411
S=C=S,O,322.35,8.080064026572584,7.945569165091849
CC(Cl)Cl,O,283.15,6.875611147655518,4.9843228105308
CC(Cl)Cl,O,283.15,7.000015357407435,4.9843228105308
CC(Cl)Cl,O,293.15,6.907165104863647,4.789258024435864
CC(Cl)Cl,O,293.15,6.953512276319866,4.789258024435864
CC(Cl)Cl,O,293.15,6.963814199712114,4.789258024435864
CC(Cl)Cl,O,293.15,6.9844107178711,4.789258024435864
CC(Cl)Cl,O,293.15,6.991278077953407,4.789258024435864
CC(Cl)Cl,O,293.15,7.003292705691201,4.789258024435864
CC(Cl)Cl,O,293.15,7.037624975773667,4.789258024435864
CC(Cl)Cl,O,298.15,6.992546693677877,4.689833569795388
CC(Cl)Cl,O,303.15,6.928616169649466,4.590152568741102
CC(Cl)Cl,O,303.15,6.9435566914455205,4.590152568741102
CC(Cl)Cl,O,303.15,6.958495920685321,4.590152568741102
CC(Cl)Cl,O,303.15,7.033197794672652,4.590152568741102
CC(Cl)Cl,O,303.15,7.043151182325747,4.590152568741102
CC(Cl)Cl,O,308.15,6.954467094404093,4.490781708521114
CC(Cl)Cl,O,308.15,7.024693513450019,4.490781708521114
CC(Cl)Cl,O,308.15,7.042653237430096,4.490781708521114
CC(Cl)Cl,O,308.15,7.125942568296098,4.490781708521114
CC(Cl)Cl,O,313.15,6.929154669988027,4.392171459250847
CC(Cl)Cl,O,313.15,6.9307586607471,4.392171459250847
CC(Cl)Cl,O,313.15,7.014320069210167,4.392171459250847
CC(Cl)Cl,O,318.15,6.899303664492333,4.294677601443047
CC(Cl)Cl,O,318.15,6.960992682364554,4.294677601443047
CC(Cl)Cl,O,323.15,6.855729084509972,4.198578652139336
CC(Cl)Cl,O,323.15,6.953837016769142,4.198578652139336
CC(Cl)Cl,O,323.15,6.9709647923800215,4.198578652139336
CC(Cl)Cl,O,323.15,6.991204485636411,4.198578652139336
CC(C)(C)O,O,303.15,2.667776667261007,1.2695949560422528
CC(C)(C)O,O,308.15,2.727355972960023,1.3102333749987105
CC(C)(C)O,O,313.15,2.820682215218756,1.3429543702368196
CC(C)(C)O,O,323.13,2.9623667850673123,1.3887136205210222
CC(C)(C)O,O,323.15,2.9928932473301275,1.3887827115748197
CC(C)(C)O,O,333.15,2.834483125777371,1.4139640036435748
CC(C)(C)O,O,333.15,3.076164136266113,1.4139640036435748
CC(C)(C)O,O,343.15,3.150849628857064,1.4236070996330463
CC(C)(C)O,O,353.15,3.231231182117564,1.42154099754564
CC(C)(C)O,O,363.15,3.260758376798577,1.4106602300405682
CC(C)(C)O,O,371.15,3.3027021349130563,1.3971088741807367
CC(C)(C)O,O,373.15,3.1619667916950145,1.3931692241677165
CCC(C)(C)C,O,298.15,12.212948949469606,7.351098811694946
CCC(C)(C)C,O,298.15,12.331096072842051,7.351098811694946
CCC(C)(C)C,O,298.15,12.466118840734527,7.351098811694946
CCC(C)C,O,293.15,11.354291918762012,7.848718209222024
CCC(C)C,O,293.2,11.30046835964856,7.846812550946774
CCC(C)C,O,298.15,11.293946977721712,7.657766715252205
CCC(C)C,O,298.15,11.327702503168558,7.657766715252205
CCC(C)C,O,313.15,11.145157795036267,7.090408023170159
CCC(C)C,O,323.15,10.92194129348817,6.725546347861243
CC(C)CO,O,283.15,3.4823533156231585,1.2937193644368716
CC(C)CO,O,293.15,3.701484673471332,1.4393618660030485
CC(C)CO,O,298.15,3.7171728930140566,1.4932558094722883
CC(C)CO,O,298.15,3.7509289426783776,1.4932558094722883
CC(C)CO,O,298.15,3.7846849657666377,1.4932558094722883
CC(C)CO,O,298.15,3.8015628419756062,1.4932558094722883
CC(C)CO,O,298.15,3.818441730206606,1.4932558094722883
CC(C)CO,O,303.15,3.8514212583500815,1.536861205732074
CC(C)CO,O,303.15,3.901220871894059,1.536861205732074
CC(C)CO,O,308.15,3.886130673462196,1.571599693851088
CC(C)CO,O,313.15,3.938518869232112,1.5986842842697304
CC(C)CO,O,323.15,3.999480616174016,1.6338982085232667
CC(C)CO,O,323.15,4.015054210346839,1.6338982085232667
CC(C)CO,O,323.15,4.030625260987809,1.6338982085232667
CC(C)CO,O,333.15,4.051482293312402,1.649180809488134
CC(C)CO,O,333.15,4.096798216216291,1.649180809488134
CC(C)CO,O,343.15,4.080355503341985,1.6495044140727706
CC(C)CO,O,353.15,4.045017754085049,1.6386067488232423
CC(C)CO,O,363.15,3.992047866788592,1.6193204921138633
CC(C)CO,O,371.15,3.962670491326278,1.599322323772925
CCC(C)O,O,283.15,2.807786932889746,1.5159373719723286
CCC(C)O,O,293.15,2.976534163500438,1.6479619537455417
CCC(C)O,O,293.15,3.062362355851754,1.6479619537455417
CCC(C)O,O,298.15,3.061018952251886,1.6956968064332003
CCC(C)O,O,298.15,3.162288542019541,1.6956968064332003
CCC(C)O,O,298.15,3.212922136787835,1.6956968064332003
