role,raw_smiles,rdkit_valid,canonical_isomeric,canonical_nonisomeric,rdkit_isomeric_flag,heuristic_flag,detection_method,sample_count,isomer_collision_group,collision_group_id
solvent,CCCC#N,True,CCCC#N,CCCC#N,False,False,none,42,False,
solvent,CC(=O)C1=CC=CC=C1,True,CC(=O)c1ccccc1,CC(=O)c1ccccc1,False,False,none,59,False,
solvent,CCCOC(=O)C,True,CCCOC(C)=O,CCCOC(C)=O,False,False,none,34,False,
solvent,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,True,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,True,True,rdkit+heuristic,70,True,solvent_iso_collision_0001
solvent,C(CCl)Cl,True,ClCCCl,ClCCCl,False,False,none,103,False,
solvent,C1=CC=C(C=C1)O,True,Oc1ccccc1,Oc1ccccc1,False,False,none,135,False,
solvent,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,136,False,
solvent,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,True,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,False,False,none,59,False,
solvent,C1=CC=C2C=NC=CC2=C1,True,c1ccc2cnccc2c1,c1ccc2cnccc2c1,False,False,none,25,False,
solvent,CCC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)CC,True,CCC(C)OC(=O)c1ccccc1C(=O)OC(C)CC,CCC(C)OC(=O)c1ccccc1C(=O)OC(C)CC,False,False,none,29,False,
solvent,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,225,False,
solvent,CC(=C)C=C,True,C=CC(=C)C,C=CC(=C)C,False,False,none,8,False,
solvent,CC1=CC(=CC=C1)O,True,Cc1cccc(O)c1,Cc1cccc(O)c1,False,False,none,79,False,
solvent,C1COS(=O)(=O)C1,True,O=S1(=O)CCCO1,O=S1(=O)CCCO1,False,False,none,27,False,
solvent,CCCCCCCCCCCCCC(=O)N(C)C,True,CCCCCCCCCCCCCC(=O)N(C)C,CCCCCCCCCCCCCC(=O)N(C)C,False,False,none,165,False,
solvent,C(CSCCC#N)C#N,True,N#CCCSCCC#N,N#CCCSCCC#N,False,False,none,65,False,
solvent,COC1=CC=CC=C1,True,COc1ccccc1,COc1ccccc1,False,False,none,73,False,
solvent,CCCC(C)O,True,CCCC(C)O,CCCC(C)O,False,False,none,60,False,
solvent,CCCC(=O)C,True,CCCC(C)=O,CCCC(C)=O,False,False,none,19,False,
solvent,CCCCCl,True,CCCCCl,CCCCCl,False,False,none,63,False,
solvent,C(COCCOCCO)O,True,OCCOCCOCCO,OCCOCCOCCO,False,False,none,143,False,
solvent,CCCCCCCCCCCCCCCCI,True,CCCCCCCCCCCCCCCCI,CCCCCCCCCCCCCCCCI,False,False,none,27,False,
solvent,C1=CC=C(C=C1)[N+](=O)[O-],True,O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1,False,False,none,88,False,
solvent,CC(COC)OCC(C)OCC(C)OC,True,COCC(C)OCC(C)OCC(C)OC,COCC(C)OCC(C)OCC(C)OC,False,False,none,114,False,
solvent,CC=O,True,CC=O,CC=O,False,False,none,10,False,
solvent,CCCCCCCCCCCCCCCCO,True,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,False,False,none,130,False,
solvent,C1COCCO1,True,C1COCCO1,C1COCCO1,False,False,none,46,False,
solvent,C1CCNCC1,True,C1CCNCC1,C1CCNCC1,False,False,none,35,False,
solvent,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,True,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,120,False,
solvent,CC(=O)OCC(COC(=O)C)OC(=O)C,True,CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O,False,False,none,101,False,
solvent,CCCCCCCCC(O)O,True,CCCCCCCCC(O)O,CCCCCCCCC(O)O,False,False,none,69,False,
solvent,C1COCCOCCOCCOCCOCCO1,True,C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1,False,False,none,14,False,
solvent,CN1CCCCC1=O,True,CN1CCCCC1=O,CN1CCCCC1=O,False,False,none,155,False,
solvent,CCCCCCCCCCCC,True,CCCCCCCCCCCC,CCCCCCCCCCCC,False,False,none,91,False,
solvent,CCCCCC(O)O,True,CCCCCC(O)O,CCCCCC(O)O,False,False,none,71,False,
solvent,CC1=CC=CC=C1C,True,Cc1ccccc1C,Cc1ccccc1C,False,False,none,56,False,
solvent,C(Cl)Cl,True,ClCCl,ClCCl,False,False,none,51,False,
solvent,CCCCCCCCCCCC(=O)N(CC)CC,True,CCCCCCCCCCCC(=O)N(CC)CC,CCCCCCCCCCCC(=O)N(CC)CC,False,False,none,76,False,
solvent,C1=CC=C2C(=C1)C=CC=N2,True,c1ccc2ncccc2c1,c1ccc2ncccc2c1,False,False,none,75,False,
solvent,CCCCCCOC(=O)C,True,CCCCCCOC(C)=O,CCCCCCOC(C)=O,False,False,none,13,False,
solvent,CCCCC#C,True,C#CCCCC,C#CCCCC,False,False,none,4,False,
solvent,CCBr,True,CCBr,CCBr,False,False,none,17,False,
solvent,CCCCCCCCCCCCCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,True,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,121,False,
solvent,C(=S)=S,True,S=C=S,S=C=S,False,False,none,35,False,
solvent,CCNC=O,True,CCNC=O,CCNC=O,False,False,none,109,False,
solvent,CC1CCS(=O)(=O)C1,True,CC1CCS(=O)(=O)C1,CC1CCS(=O)(=O)C1,False,False,none,22,False,
solvent,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,23,False,
solvent,CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC,True,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,False,False,none,59,False,
solvent,CCCCCCCCC#N,True,CCCCCCCCC#N,CCCCCCCCC#N,False,False,none,21,False,
solvent,C1CCCC1,True,C1CCCC1,C1CCCC1,False,False,none,22,False,
solvent,C1CC(OC1)CO,True,OCC1CCCO1,OCC1CCCO1,False,False,none,10,False,
solvent,C(CN(CCO)CCO)N(CCO)CCO,True,OCCN(CCO)CCN(CCO)CCO,OCCN(CCO)CCN(CCO)CCO,False,False,none,73,False,
solvent,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,True,CCCOC(=O)c1ccccc1C(=O)OCCC,CCCOC(=O)c1ccccc1C(=O)OCCC,False,False,none,29,False,
solvent,CCCCCC(=O)C,True,CCCCCC(C)=O,CCCCCC(C)=O,False,False,none,19,False,
solvent,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,True,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,none,8,False,
solvent,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,True,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,13,False,
solvent,C(C(F)(Cl)Cl)(F)(F)Cl,True,FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,False,False,none,13,False,
solvent,C(CO)N,True,NCCO,NCCO,False,False,none,59,False,
solvent,CC(Cl)(Cl)Cl,True,CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,False,False,none,8,False,
solvent,CCCCCCO,True,CCCCCCO,CCCCCCO,False,False,none,32,False,
solvent,CCCCCCCC(=O)OCC,True,CCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,False,False,none,12,False,
solvent,CCN(CC)CCN,True,CCN(CC)CCN,CCN(CC)CCN,False,False,none,3,False,
solvent,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,True,CCCCCCC[CH2][Sn]([CH2]CCCCCCC)([CH2]CCCCCCC)[CH2]CCCCCCC,CCCCCCC[CH2][Sn]([CH2]CCCCCCC)([CH2]CCCCCCC)[CH2]CCCCCCC,False,False,none,135,False,
solvent,C1CC(=O)OC1,True,O=C1CCCO1,O=C1CCCO1,False,False,none,13,False,
solvent,CC(=O)OCC1=CC=CC=C1,True,CC(=O)OCc1ccccc1,CC(=O)OCc1ccccc1,False,False,none,23,False,
solvent,CCCCNC(=O)C1=CC=CC=C1,True,CCCCNC(=O)c1ccccc1,CCCCNC(=O)c1ccccc1,False,False,none,24,False,
solvent,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,True,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,False,False,none,29,False,
solvent,C(CCC(=O)O)CCC(=O)O,True,O=C(O)CCCCCC(=O)O,O=C(O)CCCCCC(=O)O,False,False,none,36,False,
solvent,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,True,C=CCOC(=O)c1ccccc1C(=O)OCC=C,C=CCOC(=O)c1ccccc1C(=O)OCC=C,False,False,none,17,False,
solvent,CI,True,CI,CI,False,False,none,20,False,
solvent,CCC(C)CO,True,CCC(C)CO,CCC(C)CO,False,False,none,58,False,
solvent,CCCCCCCCCCCCCCCCCC(=O)O,True,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,False,False,none,90,False,
solvent,CC1CC(S(=O)(=O)C1)C,True,CC1CC(C)S(=O)(=O)C1,CC1CC(C)S(=O)(=O)C1,False,False,none,19,False,
solvent,CC[N+](=O)[O-],True,CC[N+](=O)[O-],CC[N+](=O)[O-],False,False,none,44,False,
solvent,C1(=C(C(=C(C(=C1F)F)F)F)F)F,True,Fc1c(F)c(F)c(F)c(F)c1F,Fc1c(F)c(F)c(F)c(F)c1F,False,False,none,6,False,
solvent,C(CNCCC#N)C#N,True,N#CCCNCCC#N,N#CCCNCCC#N,False,False,none,48,False,
solvent,CCSCCO,True,CCSCCO,CCSCCO,False,False,none,17,False,
solvent,CCCCCCCCCCC1=CC=CC=C1,True,CCCCCCCCCCc1ccccc1,CCCCCCCCCCc1ccccc1,False,False,none,14,False,
solvent,CCCCCCCC(=O)C,True,CCCCCCCC(C)=O,CCCCCCCC(C)=O,False,False,none,3,False,
solvent,CCOC(C)OCC,True,CCOC(C)OCC,CCOC(C)OCC,False,False,none,8,False,
solvent,C1=COC(=C1)C=O,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,73,False,
solvent,CCOC(=O)C(=O)OCC,True,CCOC(=O)C(=O)OCC,CCOC(=O)C(=O)OCC,False,False,none,2,False,
solvent,C(CN)CN,True,NCCCN,NCCCN,False,False,none,6,False,
solvent,CCOC=O,True,CCOC=O,CCOC=O,False,False,none,22,False,
solvent,C(COCCC#N)C#N,True,N#CCCOCCC#N,N#CCCOCCC#N,False,False,none,48,False,
solvent,C1CCOCC1,True,C1CCOCC1,C1CCOCC1,False,False,none,51,False,
solvent,CCCCC#N,True,CCCCC#N,CCCCC#N,False,False,none,7,False,
solvent,C(C(F)(F)F)(C(F)(F)F)O,True,OC(C(F)(F)F)C(F)(F)F,OC(C(F)(F)F)C(F)(F)F,False,False,none,12,False,
solvent,CN1CCCCCC1=O,True,CN1CCCCCC1=O,CN1CCCCCC1=O,False,False,none,71,False,
solvent,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,36,False,
solvent,CC(C)OC(C)C,True,CC(C)OC(C)C,CC(C)OC(C)C,False,False,none,27,False,
solvent,CCCCCCCCCCCCCCCCCCC=C,True,C=CCCCCCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCCCCCC,False,False,none,116,False,
solvent,C(I)I,True,ICI,ICI,False,False,none,9,False,
solvent,C1CCC2CCCCC2C1,True,C1CCC2CCCCC2C1,C1CCC2CCCCC2C1,False,False,none,53,False,
solvent,C(CC#N)C#N,True,N#CCCC#N,N#CCCC#N,False,False,none,5,False,
solvent,CCC(=O)N(C)C,True,CCC(=O)N(C)C,CCC(=O)N(C)C,False,False,none,21,False,
solvent,CN(CCO)CCO,True,CN(CCO)CCO,CN(CCO)CCO,False,False,none,20,False,
solvent,C(CCCCC(=O)O)CCCC(=O)O,True,O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)O,False,False,none,35,False,
solvent,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,True,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,1,False,
solvent,CCC(=O)NC,True,CCC(=O)NC,CCC(=O)NC,False,False,none,31,False,
solvent,C1=CC=C(C=C1)CCl,True,ClCc1ccccc1,ClCc1ccccc1,False,False,none,27,False,
solvent,CCCCCCCCCCCCCCCCCCCC1=CC=CC=C1,True,CCCCCCCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCCCCCCc1ccccc1,False,False,none,9,False,
solvent,CCCCCCCCCCCCCCC#N,True,CCCCCCCCCCCCCCC#N,CCCCCCCCCCCCCCC#N,False,False,none,29,False,
solvent,CCN(C)C,True,CCN(C)C,CCN(C)C,False,False,none,3,False,
solvent,C(CCCCCC#N)CCCCC#N,True,N#CCCCCCCCCCCC#N,N#CCCCCCCCCCCC#N,False,False,none,33,False,
solvent,C(CN)N,True,NCCN,NCCN,False,False,none,14,False,
solvent,C1CCCCCCCCC1,True,C1CCCCCCCCC1,C1CCCCCCCCC1,False,False,none,1,False,
solvent,CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,True,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,False,False,none,29,False,
solvent,CCCCCC#N,True,CCCCCC#N,CCCCCC#N,False,False,none,6,False,
solvent,CC1(C2CCC1(C(C2)OC(=O)C3=CC=CC=C3C(=O)OC4CC5CCC4(C5(C)C)C)C)C,True,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1C(=O)OC1CC3CCC1(C)C3(C)C)C2,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1C(=O)OC1CC3CCC1(C)C3(C)C)C2,False,False,none,11,False,
solvent,C1=COC(=C1)CO,True,OCc1ccco1,OCc1ccco1,False,False,none,29,False,
solvent,CCCC=C,True,C=CCCC,C=CCCC,False,False,none,3,False,
solvent,C1CCC(=O)C1,True,O=C1CCCC1,O=C1CCCC1,False,False,none,6,False,
solvent,CCCCCCCCCCCCCCCC1=CC=CC=C1,True,CCCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCCc1ccccc1,False,False,none,19,False,
solvent,C1=CC=C(C=C1)Br,True,Brc1ccccc1,Brc1ccccc1,False,False,none,20,False,
solvent,CN1CCN(C1=O)C,True,CN1CCN(C)C1=O,CN1CCN(C)C1=O,False,False,none,19,False,
solvent,CCCCCCCCC,True,CCCCCCCCC,CCCCCCCCC,False,False,none,88,False,
solvent,CCCCCCC=C,True,C=CCCCCCC,C=CCCCCCC,False,False,none,28,False,
solvent,CCCCCCCCCCCCCC,True,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,False,False,none,18,False,
solvent,C1=CC=C(C=C1)CC(=O)[O-],True,O=C([O-])Cc1ccccc1,O=C([O-])Cc1ccccc1,False,False,none,12,False,
solvent,CNS(=O)(=O)C,True,CNS(C)(=O)=O,CNS(C)(=O)=O,False,False,none,24,False,
solvent,CCCCCCCCCCC,True,CCCCCCCCCCC,CCCCCCCCCCC,False,False,none,7,False,
solvent,CC(=O)CC(=O)C,True,CC(=O)CC(C)=O,CC(=O)CC(C)=O,False,False,none,15,False,
solvent,COC(=O)CCC(=O)OC,True,COC(=O)CCC(=O)OC,COC(=O)CCC(=O)OC,False,False,none,10,False,
solvent,CC(C)C(C)C,True,CC(C)C(C)C,CC(C)C(C)C,False,False,none,5,False,
solvent,CCCCCCCCCCCCC1=CC=CC=C1,True,CCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCc1ccccc1,False,False,none,19,False,
solvent,CCCCOC,True,CCCCOC,CCCCOC,False,False,none,3,False,
solvent,CCCCCCCCC=C,True,C=CCCCCCCCC,C=CCCCCCCCC,False,False,none,14,False,
solvent,C1CCC=CC1,True,C1=CCCCC1,C1=CCCCC1,False,False,none,7,False,
solvent,C1CCC(CC1)C2CCCCC2,True,C1CCC(C2CCCCC2)CC1,C1CCC(C2CCCCC2)CC1,False,False,none,11,False,
solvent,C1=CSC(=C1)C=O,True,O=Cc1cccs1,O=Cc1cccs1,False,False,none,16,False,
solvent,C(=O)N,True,NC=O,NC=O,False,False,none,19,False,
solvent,C(C(Br)Br)(Br)Br,True,BrC(Br)C(Br)Br,BrC(Br)C(Br)Br,False,False,none,5,False,
solvent,CCC[N+](=O)[O-],True,CCC[N+](=O)[O-],CCC[N+](=O)[O-],False,False,none,22,False,
solvent,CCC(C)(C)OC,True,CCC(C)(C)OC,CCC(C)(C)OC,False,False,none,3,False,
solvent,CC(=O)CC1=CC=CC=C1,True,CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1,False,False,none,7,False,
solvent,CCOS(=O)(=O)OCC,True,CCOS(=O)(=O)OCC,CCOS(=O)(=O)OCC,False,False,none,16,False,
solvent,CC(C)[N+](=O)[O-],True,CC(C)[N+](=O)[O-],CC(C)[N+](=O)[O-],False,False,none,43,False,
solvent,C=CC=C,True,C=CC=C,C=CC=C,False,False,none,6,False,
solvent,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,True,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,True,True,rdkit+heuristic,30,True,solvent_iso_collision_0004
solvent,CC(=O)CCC1=CC=CC=C1,True,CC(=O)CCc1ccccc1,CC(=O)CCc1ccccc1,False,False,none,7,False,
solvent,C1=CC=C2C(=C1)C=CC=C2Cl,True,Clc1cccc2ccccc12,Clc1cccc2ccccc12,False,False,none,26,False,
solvent,C(CCCCC#N)CCCC#N,True,N#CCCCCCCCCC#N,N#CCCCCCCCCC#N,False,False,none,33,False,
solvent,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,True,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,False,False,none,11,False,
solvent,CCCCCCCCCCCCCCC=C,True,C=CCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCC,False,False,none,49,False,
solvent,C1CCCCCC1,True,C1CCCCCC1,C1CCCCCC1,False,False,none,6,False,
solvent,CC1=CC(=O)CC(C1)(C)C,True,CC1=CC(=O)CC(C)(C)C1,CC1=CC(=O)CC(C)(C)C1,False,False,none,12,False,
solvent,CC(Cl)Cl,True,CC(Cl)Cl,CC(Cl)Cl,False,False,none,6,False,
solvent,CC(C)(C)O,True,CC(C)(C)O,CC(C)(C)O,False,False,none,78,False,
solvent,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,True,c1ccc2c(c1)ccc1ccccc12,c1ccc2c(c1)ccc1ccccc12,False,False,none,25,False,
solvent,C1C=CC2=CC=CC=C21,True,C1=Cc2ccccc2C1,C1=Cc2ccccc2C1,False,False,none,7,False,
solvent,CC,True,CC,CC,False,False,none,1,False,
solvent,C(C(F)(F)F)O,True,OCC(F)(F)F,OCC(F)(F)F,False,False,none,12,False,
solvent,COC1=CC=CC=C1Br,True,COc1ccccc1Br,COc1ccccc1Br,False,False,none,16,False,
solvent,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCCCC,True,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,11,False,
solvent,CCCCCCCCCO,True,CCCCCCCCCO,CCCCCCCCCO,False,False,none,2,False,
solvent,CCC1=CC=CC=C1,True,CCc1ccccc1,CCc1ccccc1,False,False,none,47,False,
solvent,C1=CC=C(C=C1)F,True,Fc1ccccc1,Fc1ccccc1,False,False,none,11,False,
solvent,C(CS)O,True,OCCS,OCCS,False,False,none,24,False,
solvent,CC(C)(C)OC,True,COC(C)(C)C,COC(C)(C)C,False,False,none,19,False,
solvent,CCCC=O,True,CCCC=O,CCCC=O,False,False,none,12,False,
solvent,CCCC(=O)OCC,True,CCCC(=O)OCC,CCCC(=O)OCC,False,False,none,13,False,
solvent,CCCCCNS(=O)[O-],True,CCCCCNS(=O)[O-],CCCCCNS(=O)[O-],False,False,none,2,False,
solvent,C1C=CCS1(=O)=O,True,O=S1(=O)CC=CC1,O=S1(=O)CC=CC1,False,False,none,6,False,
solvent,C=C(CCC#N)C#N,True,C=C(C#N)CCC#N,C=C(C#N)CCC#N,False,False,none,7,False,
solvent,CCCCCOC(=O)C,True,CCCCCOC(C)=O,CCCCCOC(C)=O,False,False,none,34,False,
solvent,CCC(=O)CC,True,CCC(=O)CC,CCC(=O)CC,False,False,none,3,False,
solvent,C1=CC=C(C=C1)CN,True,NCc1ccccc1,NCc1ccccc1,False,False,none,5,False,
solvent,CC1(COC(=O)[C@@H]1O)C,True,CC1(C)COC(=O)[C@@H]1O,CC1(C)COC(=O)C1O,True,True,rdkit+heuristic,6,False,
solvent,CC(=O)CC1CCCCC1,True,CC(=O)CC1CCCCC1,CC(=O)CC1CCCCC1,False,False,none,9,False,
solvent,C(CCl)O,True,OCCCl,OCCCl,False,False,none,4,False,
solvent,CC1CCC(=O)N1C,True,CC1CCC(=O)N1C,CC1CCC(=O)N1C,False,False,none,79,False,
solvent,CCCCOCCCC,True,CCCCOCCCC,CCCCOCCCC,False,False,none,20,False,
solvent,CCCCC=C,True,C=CCCCC,C=CCCCC,False,False,none,28,False,
solvent,CCCCCCCCCCCCCCC1CCCCC1,True,CCCCCCCCCCCCCCC1CCCCC1,CCCCCCCCCCCCCCC1CCCCC1,False,False,none,6,False,
solvent,C(C(O)(F)F)F,True,OC(F)(F)CF,OC(F)(F)CF,False,False,none,11,False,
solvent,C1CS(=O)CCO1,True,O=S1CCOCC1,O=S1CCOCC1,False,False,none,10,False,
solvent,CCOCC,True,CCOCC,CCOCC,False,False,none,15,False,
solvent,C(CSCCO)O,True,OCCSCCO,OCCSCCO,False,False,none,24,False,
solvent,C1CCCC(CC1)O,True,OC1CCCCCC1,OC1CCCCCC1,False,False,none,7,False,
solvent,CC1=CC=NC2=CC=CC=C12,True,Cc1ccnc2ccccc12,Cc1ccnc2ccccc12,False,False,none,20,False,
solvent,CCCCOCCO,True,CCCCOCCO,CCCCOCCO,False,False,none,22,False,
solvent,C(C(C(F)(F)F)(O)F)(F)F,True,OC(F)(C(F)F)C(F)(F)F,OC(F)(C(F)F)C(F)(F)F,False,False,none,11,False,
solvent,CCCSSCCC,True,CCCSSCCC,CCCSSCCC,False,False,none,1,False,
solvent,C(CCl)CCl,True,ClCCCCl,ClCCCCl,False,False,none,2,False,
solvent,C=CC1CCS(=O)(=O)C1,True,C=CC1CCS(=O)(=O)C1,C=CC1CCS(=O)(=O)C1,False,False,none,7,False,
solvent,CCS(=O)CC,True,CCS(=O)CC,CCS(=O)CC,False,False,none,10,False,
solvent,CCCCCCC#C,True,C#CCCCCCC,C#CCCCCCC,False,False,none,8,False,
solvent,C(CCCN)CCN,True,NCCCCCCN,NCCCCCCN,False,False,none,3,False,
solvent,CN1CCN(CC1)C,True,CN1CCN(C)CC1,CN1CCN(C)CC1,False,False,none,3,False,
solvent,C1CCC(CC1)O,True,OC1CCCCC1,OC1CCCCC1,False,False,none,6,False,
solvent,CCOC(C)(C)C,True,CCOC(C)(C)C,CCOC(C)(C)C,False,False,none,4,False,
solvent,COCCO,True,COCCO,COCCO,False,False,none,51,False,
solvent,CC(C)OCCO,True,CC(C)OCCO,CC(C)OCCO,False,False,none,23,False,
solvent,CCCCCCOC(=O)CCCCCCC(=O)OCCCCCC,True,CCCCCCOC(=O)CCCCCCC(=O)OCCCCCC,CCCCCCOC(=O)CCCCCCC(=O)OCCCCCC,False,False,none,16,False,
solvent,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,True,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,False,False,none,29,False,
solvent,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,True,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,13,False,
solvent,CCOC1=CC=CC=C1,True,CCOc1ccccc1,CCOc1ccccc1,False,False,none,18,False,
solvent,C(CBr)Br,True,BrCCBr,BrCCBr,False,False,none,3,False,
solvent,CC1=CC(=CN=C1)C,True,Cc1cncc(C)c1,Cc1cncc(C)c1,False,False,none,3,False,
solvent,C=CCCCC=C,True,C=CCCCC=C,C=CCCCC=C,False,False,none,15,False,
solvent,COC=O,True,COC=O,COC=O,False,False,none,2,False,
solvent,CCCBr,True,CCCBr,CCCBr,False,False,none,4,False,
solvent,CCCCCCCC#N,True,CCCCCCCC#N,CCCCCCCC#N,False,False,none,7,False,
solvent,CCOC(=O)OCC,True,CCOC(=O)OCC,CCOC(=O)OCC,False,False,none,4,False,
solvent,CC1=CSC(=N1)N,True,Cc1csc(N)n1,Cc1csc(N)n1,False,False,none,18,False,
solvent,C1CS(=O)(=O)CC1N,True,NC1CCS(=O)(=O)C1,NC1CCS(=O)(=O)C1,False,False,none,9,False,
solvent,CCNCC,True,CCNCC,CCNCC,False,False,none,9,False,
solvent,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3,True,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,False,False,none,11,False,
solvent,CCCCOCC,True,CCCCOCC,CCCCOCC,False,False,none,1,False,
solvent,CCSCC,True,CCSCC,CCSCC,False,False,none,3,False,
